instances,datasets,random_numbers,solutions,iters,times
C1000.9,dimacs,1706,3,3,1269.459401
DSJC500.5,dimacs,1707,6,5,184.220201
frb56-25-5,bhoslib,1708,4,4,2346.482001
hamming6-4,dimacs,1709,8,8,23.712701
brock800_2,dimacs,1710,6,4,568.226402
gen400_p0.9_55,dimacs,1711,2,2,204.743101
san200_0.9_1,dimacs,1712,2,2,63.293101
c-fat500-2,dimacs,1713,15,15,56.651901
frb59-26-5,bhoslib,1714,4,3,2834.314202
p_hat300-1,dimacs,1715,15,8,52.153401
frb50-23-4,bhoslib,1716,4,4,1555.079702
gen200_p0.9_44,dimacs,1717,2,2,106.332001
gen200_p0.9_55,dimacs,1718,2,2,108.821702
san200_0.9_1,dimacs,1719,2,2,106.045901
gen200_p0.9_55,dimacs,1720,2,2,105.338301
DSJC500.5,dimacs,1721,7,5,227.601901
san1000,dimacs,1722,25,18,697.1362
MANN_a81,dimacs,1723,2,2,15670.1733
keller6,dimacs,1724,4,4,12798.603601
brock800_2,dimacs,1725,6,4,569.892601
frb40-19-2,bhoslib,1726,4,3,669.350402
frb45-21-1,bhoslib,1727,4,3,1038.103301
frb35-17-3,bhoslib,1728,3,3,457.398301
san200_0.7_2,dimacs,1729,4,3,54.433201
hamming10-4,dimacs,1730,8,8,1192.316102
frb35-17-3,bhoslib,1731,3,3,413.952702
san400_0.7_2,dimacs,1732,4,4,166.365302
DSJC500.5,dimacs,1733,6,5,228.475201
frb50-23-2,bhoslib,1734,5,4,1548.252802
san1000,dimacs,1735,26,15,742.485201
frb35-17-1,bhoslib,1736,4,4,456.145201
san400_0.5_1,dimacs,1737,15,8,126.169901
frb100-40,bhoslib,1738,5,3,21547.502901
gen200_p0.9_55,dimacs,1739,2,2,104.8729
C4000.5,dimacs,1740,9,8,11425.672501
C4000.5,dimacs,1741,9,8,11525.3098
johnson32-2-4,dimacs,1742,3,3,343.573301
keller5,dimacs,1743,4,4,670.254502
c-fat500-5,dimacs,1744,6,6,84.4836
san400_0.7_1,dimacs,1745,4,3,207.2462
keller4,dimacs,1746,4,4,43.598501
DSJC1000.5,dimacs,1747,8,6,734.773801
frb56-25-4,bhoslib,1748,4,4,2357.137601
frb53-24-2,bhoslib,1749,4,3,1975.026601
frb45-21-5,bhoslib,1750,4,4,1037.343502
frb53-24-3,bhoslib,1751,4,3,1948.828301
frb50-23-2,bhoslib,1752,5,3,1615.320301
frb56-25-1,bhoslib,1753,3,3,2368.326002
gen200_p0.9_55,dimacs,1754,2,2,105.619901
frb50-23-2,bhoslib,1755,5,4,1584.003901
MANN_a9,dimacs,1756,2,2,19.286901
frb56-25-4,bhoslib,1757,4,4,2357.976601
frb53-24-2,bhoslib,1758,4,3,1921.481601
c-fat200-2,dimacs,1759,7,7,32.516001
p_hat700-3,dimacs,1760,4,4,501.189101
MANN_a45,dimacs,1761,2,2,1474.259601
san200_0.9_2,dimacs,1762,2,2,106.257501
C2000.9,dimacs,1763,3,3,5112.468101
frb40-19-1,bhoslib,1764,4,3,681.512701
san200_0.9_3,dimacs,1765,2,2,63.915501
gen400_p0.9_65,dimacs,1766,2,2,205.695001
frb35-17-1,bhoslib,1767,4,4,458.630101
brock200_4,dimacs,1768,4,3,51.895102
johnson16-2-4,dimacs,1769,3,3,32.063001
frb35-17-1,bhoslib,1770,4,4,457.521801
C125.9,dimacs,1771,2,2,35.084002
MANN_a81,dimacs,1772,2,2,15752.316901
san200_0.7_1,dimacs,1773,4,3,54.474802
johnson32-2-4,dimacs,1774,3,3,344.014402
frb35-17-5,bhoslib,1775,5,3,455.439601
frb45-21-5,bhoslib,1776,4,4,1044.614701
san200_0.7_1,dimacs,1777,4,3,54.026202
p_hat1500-3,dimacs,1778,5,4,2289.290002
keller5,dimacs,1779,4,4,662.570501
frb40-19-1,bhoslib,1780,4,3,714.177502
p_hat300-1,dimacs,1781,15,9,93.673902
san400_0.5_1,dimacs,1782,13,9,170.665301
johnson16-2-4,dimacs,1783,3,3,32.662401
brock400_2,dimacs,1784,4,3,216.1404
frb35-17-5,bhoslib,1785,5,3,408.260702
c-fat200-1,dimacs,1786,15,15,32.581501
frb56-25-2,bhoslib,1787,5,3,2363.666502
brock400_2,dimacs,1788,4,3,218.1172
C500.9,dimacs,1789,2,2,311.482701
C4000.5,dimacs,1790,10,8,11696.395202
san200_0.9_3,dimacs,1791,2,2,63.477901
frb40-19-3,bhoslib,1792,5,3,712.873401
c-fat200-2,dimacs,1793,7,7,31.546201
brock200_2,dimacs,1794,5,5,45.6886
frb50-23-2,bhoslib,1795,5,4,1580.5454
frb53-24-5,bhoslib,1796,4,3,1922.235901
frb35-17-1,bhoslib,1797,4,4,410.758201
frb40-19-4,bhoslib,1798,3,3,664.101601
gen400_p0.9_65,dimacs,1799,2,2,247.243201
hamming6-4,dimacs,1800,8,8,23.257001
frb59-26-4,bhoslib,1801,5,3,2899.546301
brock200_2,dimacs,1802,5,5,46.041801
brock400_2,dimacs,1803,4,3,173.4206
c-fat200-2,dimacs,1804,7,7,30.432701
frb45-21-4,bhoslib,1805,3,3,1034.503801
p_hat700-1,dimacs,1806,20,13,240.554901
brock400_2,dimacs,1807,4,3,174.102301
C125.9,dimacs,1808,2,2,36.899201
johnson8-2-4,dimacs,1809,3,3,17.879901
keller5,dimacs,1810,4,4,613.735501
frb56-25-4,bhoslib,1811,5,3,2370.049502
p_hat1500-3,dimacs,1812,4,4,2389.038001
C125.9,dimacs,1813,2,2,34.800602
frb50-23-4,bhoslib,1814,4,4,1596.025701
san400_0.7_3,dimacs,1815,6,4,165.082301
frb45-21-3,bhoslib,1816,5,3,1085.024501
keller6,dimacs,1817,4,4,13404.494101
frb35-17-3,bhoslib,1818,3,3,454.080001
san200_0.7_2,dimacs,1819,4,3,96.459701
frb53-24-3,bhoslib,1820,5,3,1958.8272
MANN_a9,dimacs,1821,2,2,19.091101
frb59-26-1,bhoslib,1822,4,4,2880.300101
johnson8-4-4,dimacs,1823,5,3,23.009701
frb59-26-1,bhoslib,1824,4,4,2858.593301
gen200_p0.9_44,dimacs,1825,2,2,64.208302
MANN_a81,dimacs,1826,2,2,15752.939401
frb40-19-1,bhoslib,1827,4,3,667.057101
p_hat1500-3,dimacs,1828,5,4,2350.821801
p_hat300-2,dimacs,1829,10,5,121.0804
brock200_2,dimacs,1830,5,5,87.378702
frb45-21-1,bhoslib,1831,4,3,1089.138201
c-fat200-5,dimacs,1832,3,3,40.944801
san200_0.9_3,dimacs,1833,2,2,68.254601
keller5,dimacs,1834,4,4,633.054801
gen400_p0.9_55,dimacs,1835,2,2,205.3075
hamming10-4,dimacs,1836,8,8,1226.239101
p_hat700-3,dimacs,1837,4,4,549.229301
p_hat300-1,dimacs,1838,14,10,52.574801
p_hat1500-2,dimacs,1839,11,9,1594.316902
frb56-25-4,bhoslib,1840,4,4,2464.2717
C250.9,dimacs,1841,2,2,91.066801
MANN_a9,dimacs,1842,2,2,19.775301
frb50-23-3,bhoslib,1843,3,3,1641.370201
MANN_a81,dimacs,1844,2,2,15805.507102
DSJC500.5,dimacs,1845,6,5,185.234102
frb59-26-5,bhoslib,1846,4,3,2835.990201
frb59-26-3,bhoslib,1847,4,3,2861.005201
MANN_a27,dimacs,1848,2,2,244.307601
frb56-25-2,bhoslib,1849,5,3,2342.8985
frb30-15-3,bhoslib,1850,4,3,279.017601
c-fat500-5,dimacs,1851,6,6,88.095901
p_hat700-2,dimacs,1852,13,5,338.122301
frb59-26-1,bhoslib,1853,4,4,2818.096
MANN_a9,dimacs,1854,2,2,19.188501
DSJC1000.5,dimacs,1855,8,6,684.378201
frb40-19-3,bhoslib,1856,5,3,666.0543
p_hat300-1,dimacs,1857,15,9,94.730901
hamming8-4,dimacs,1858,8,8,86.550901
frb40-19-2,bhoslib,1859,4,3,711.991401
san400_0.7_2,dimacs,1860,4,4,166.022501
frb59-26-4,bhoslib,1861,5,3,2847.141701
p_hat700-1,dimacs,1862,19,14,241.164301
frb50-23-3,bhoslib,1863,4,3,1536.331101
C125.9,dimacs,1864,2,2,35.965601
johnson8-4-4,dimacs,1865,5,3,23.182901
c-fat200-1,dimacs,1866,15,15,33.359902
frb56-25-3,bhoslib,1867,5,4,2405.093202
frb30-15-5,bhoslib,1868,5,2,234.101101
frb50-23-5,bhoslib,1869,3,3,1592.141201
C125.9,dimacs,1870,2,2,35.341501
c-fat500-1,dimacs,1871,31,31,57.534102
frb40-19-4,bhoslib,1872,5,3,669.944901
frb35-17-1,bhoslib,1873,4,4,410.351001
gen200_p0.9_55,dimacs,1874,2,2,63.204701
MANN_a81,dimacs,1875,2,2,15887.422701
frb35-17-5,bhoslib,1876,5,3,455.254401
hamming10-4,dimacs,1877,8,8,1176.210701
brock400_4,dimacs,1878,4,3,174.556602
hamming8-4,dimacs,1879,8,8,75.5971
san400_0.7_1,dimacs,1880,4,3,164.457902
c-fat500-5,dimacs,1881,6,6,127.196001
c-fat500-5,dimacs,1882,6,6,126.174901
frb45-21-5,bhoslib,1883,4,4,1078.2651
hamming8-4,dimacs,1884,8,8,76.673801
frb30-15-3,bhoslib,1885,4,3,235.882501
MANN_a27,dimacs,1886,2,2,243.787801
frb59-26-5,bhoslib,1887,4,3,2855.312902
p_hat700-3,dimacs,1888,4,4,549.109502
san200_0.9_1,dimacs,1889,2,2,63.728702
brock400_4,dimacs,1890,4,3,175.228701
p_hat700-1,dimacs,1891,19,14,239.776201
p_hat300-3,dimacs,1892,4,3,104.172901
frb45-21-4,bhoslib,1893,3,3,1044.024601
MANN_a81,dimacs,1894,2,2,15891.629201
frb56-25-3,bhoslib,1895,4,4,2394.428101
san400_0.7_2,dimacs,1896,4,4,165.615601
hamming6-4,dimacs,1897,8,8,23.821701
johnson16-2-4,dimacs,1898,3,3,32.1147
keller5,dimacs,1899,4,4,617.835401
frb35-17-3,bhoslib,1900,3,3,410.949701
frb56-25-4,bhoslib,1901,4,4,2371.039001
MANN_a27,dimacs,1902,2,2,244.187501
frb40-19-5,bhoslib,1903,6,3,668.1288
frb53-24-2,bhoslib,1904,4,3,1922.873101
C4000.5,dimacs,1905,10,8,11765.014301
san200_0.9_2,dimacs,1906,2,2,64.282101
frb50-23-2,bhoslib,1907,5,4,1560.197001
c-fat500-2,dimacs,1908,17,17,58.389101
C4000.5,dimacs,1909,9,8,11697.288001
frb53-24-5,bhoslib,1910,4,3,1977.928201
brock200_2,dimacs,1911,5,5,45.247602
san400_0.7_1,dimacs,1912,4,3,163.542701
frb53-24-2,bhoslib,1913,4,3,1988.292601
frb50-23-5,bhoslib,1914,3,3,1585.441702
frb35-17-2,bhoslib,1915,5,3,413.436
DSJC500.5,dimacs,1916,7,5,187.358701
p_hat300-3,dimacs,1917,4,3,148.289201
hamming10-4,dimacs,1918,8,8,1214.243401
frb56-25-1,bhoslib,1919,3,3,2406.140402
frb59-26-5,bhoslib,1920,4,3,2863.1277020000002
frb59-26-5,bhoslib,1921,4,3,3020.778101
p_hat1500-1,dimacs,1922,21,13,803.292401
johnson8-4-4,dimacs,1923,5,3,22.818501
DSJC500.5,dimacs,1924,6,5,227.082401
MANN_a45,dimacs,1925,2,2,1446.178801
frb100-40,bhoslib,1926,5,3,21396.2544
C125.9,dimacs,1927,2,2,35.001302
C1000.9,dimacs,1928,3,3,1210.777701
san400_0.7_1,dimacs,1929,4,3,164.636301
C2000.9,dimacs,1930,3,3,5043.962801
p_hat700-3,dimacs,1931,4,4,547.2189
MANN_a27,dimacs,1932,2,2,203.475202
san400_0.7_2,dimacs,1933,4,4,207.743901
frb50-23-4,bhoslib,1934,4,4,1576.8427
frb50-23-4,bhoslib,1935,4,4,1604.567302
san200_0.7_1,dimacs,1936,4,3,54.969901
frb30-15-3,bhoslib,1937,4,3,235.024901
p_hat1500-3,dimacs,1938,4,4,2360.804101
frb56-25-5,bhoslib,1939,4,4,2369.791302
frb59-26-2,bhoslib,1940,4,3,2855.205101
san200_0.7_1,dimacs,1941,4,3,96.2373
p_hat1500-2,dimacs,1942,12,10,1602.583101
frb59-26-1,bhoslib,1943,4,4,2842.3081
MANN_a27,dimacs,1944,2,2,200.620101
C4000.5,dimacs,1945,9,8,11833.3705
frb35-17-3,bhoslib,1946,3,3,409.268301
frb30-15-4,bhoslib,1947,3,3,235.710701
gen200_p0.9_55,dimacs,1948,2,2,105.458801
p_hat700-1,dimacs,1949,15,11,251.778501
MANN_a45,dimacs,1950,2,2,1430.2034
frb35-17-2,bhoslib,1951,5,3,414.4409
frb50-23-5,bhoslib,1952,3,3,1603.370101
san200_0.7_1,dimacs,1953,3,2,55.561002
C2000.5,dimacs,1954,9,7,2795.130301
c-fat500-1,dimacs,1955,33,33,59.127101
frb40-19-1,bhoslib,1956,4,3,671.500101
frb35-17-2,bhoslib,1957,4,4,409.186901
san200_0.7_2,dimacs,1958,4,3,56.302201
san400_0.7_2,dimacs,1959,4,4,165.052701
MANN_a45,dimacs,1960,2,2,1471.7047009999999
MANN_a27,dimacs,1961,2,2,243.485301
hamming6-2,dimacs,1962,2,2,22.867102
C2000.5,dimacs,1963,9,7,2792.678501
brock200_4,dimacs,1964,5,3,53.280101
MANN_a9,dimacs,1965,2,2,18.956201
MANN_a9,dimacs,1966,2,2,19.377701
johnson32-2-4,dimacs,1967,3,3,344.0594
frb35-17-2,bhoslib,1968,5,3,456.345901
frb50-23-1,bhoslib,1969,7,3,1593.759801
frb56-25-5,bhoslib,1970,4,4,2373.349001
frb45-21-5,bhoslib,1971,4,4,1088.795601
frb53-24-4,bhoslib,1972,3,3,1951.177101
C2000.5,dimacs,1973,8,8,2843.961
frb59-26-3,bhoslib,1974,4,3,3012.931901
brock800_2,dimacs,1975,6,4,569.002702
c-fat200-5,dimacs,1976,3,3,49.539501
johnson16-2-4,dimacs,1977,3,3,32.305501
frb100-40,bhoslib,1978,5,3,21317.110402
frb40-19-4,bhoslib,1979,5,4,664.913101
frb30-15-4,bhoslib,1980,3,3,236.720201
frb59-26-2,bhoslib,1981,4,3,2859.923601
brock800_4,dimacs,1982,6,4,568.129201
c-fat200-1,dimacs,1983,14,14,32.020801
p_hat300-3,dimacs,1984,4,3,107.1165
hamming8-4,dimacs,1985,8,8,90.781101
san200_0.9_1,dimacs,1986,2,2,64.032801
brock800_4,dimacs,1987,5,4,565.297001
p_hat300-3,dimacs,1988,4,3,149.2639
c-fat500-1,dimacs,1989,33,33,59.797602
frb50-23-4,bhoslib,1990,4,4,1537.015001
c-fat200-1,dimacs,1991,14,14,33.173901
san1000,dimacs,1992,27,14,692.641002
frb50-23-5,bhoslib,1993,3,3,1621.821701
C250.9,dimacs,1994,2,2,90.274601
p_hat1500-1,dimacs,1995,21,13,805.904102
C2000.5,dimacs,1996,9,7,2791.7295
keller6,dimacs,1997,4,4,13106.109001
C500.9,dimacs,1998,2,2,309.736401
p_hat300-2,dimacs,1999,10,5,79.5549
johnson16-2-4,dimacs,2000,3,3,32.620201
c-fat500-1,dimacs,2001,30,30,100.633901
gen400_p0.9_75,dimacs,2002,2,2,247.688601
hamming6-2,dimacs,2003,2,2,21.895901
gen400_p0.9_75,dimacs,2004,2,2,204.742401
san400_0.7_2,dimacs,2005,4,4,206.846501
frb59-26-2,bhoslib,2006,4,3,2853.1928
gen200_p0.9_55,dimacs,2007,2,2,63.344001
gen400_p0.9_75,dimacs,2008,2,2,203.5457
frb35-17-4,bhoslib,2009,4,3,457.341101
frb50-23-5,bhoslib,2010,3,3,1548.086401
keller5,dimacs,2011,4,4,613.348501
brock400_2,dimacs,2012,4,3,188.534802
hamming6-2,dimacs,2013,2,2,21.485801
frb50-23-1,bhoslib,2014,7,3,1603.8984
DSJC500.5,dimacs,2015,6,6,186.553502
hamming8-4,dimacs,2016,8,8,77.182101
hamming8-2,dimacs,2017,2,2,98.566402
san200_0.7_2,dimacs,2018,4,3,67.3268
C250.9,dimacs,2019,2,2,89.369601
p_hat300-1,dimacs,2020,15,9,54.627201
p_hat700-1,dimacs,2021,15,13,198.770101
p_hat300-2,dimacs,2022,10,5,118.616601
gen200_p0.9_44,dimacs,2023,2,2,105.5245
frb56-25-5,bhoslib,2024,4,4,2488.280702
frb56-25-3,bhoslib,2025,4,4,2415.140201
hamming10-4,dimacs,2026,8,8,1178.058001
C2000.5,dimacs,2027,9,7,2790.241401
frb50-23-4,bhoslib,2028,4,4,1555.877401
hamming8-2,dimacs,2029,2,2,141.090501
san200_0.7_2,dimacs,2030,4,3,110.279901
C1000.9,dimacs,2031,3,3,1243.227002
johnson16-2-4,dimacs,2032,3,3,31.656401
san400_0.7_2,dimacs,2033,4,4,208.686801
san200_0.9_2,dimacs,2034,2,2,64.130301
frb50-23-1,bhoslib,2035,7,3,1565.609901
frb50-23-5,bhoslib,2036,3,3,1622.213001
frb50-23-3,bhoslib,2037,4,3,1574.277301
p_hat300-1,dimacs,2038,15,8,51.387
C2000.9,dimacs,2039,3,3,5006.703701
C500.9,dimacs,2040,2,2,361.5139
frb45-21-1,bhoslib,2041,4,3,1081.562101
p_hat700-1,dimacs,2042,19,14,212.539902
MANN_a81,dimacs,2043,2,2,15917.350602
gen200_p0.9_55,dimacs,2044,2,2,64.586601
san200_0.9_3,dimacs,2045,2,2,63.981001
gen200_p0.9_44,dimacs,2046,2,2,63.517501
san200_0.9_3,dimacs,2047,2,2,65.329101
johnson8-2-4,dimacs,2048,3,3,17.9229
C250.9,dimacs,2049,2,2,136.030801
frb40-19-2,bhoslib,2050,4,3,717.2874
san200_0.7_2,dimacs,2051,4,3,55.1205
DSJC1000.5,dimacs,2052,8,6,689.301601
p_hat300-1,dimacs,2053,15,8,51.575701
gen200_p0.9_55,dimacs,2054,2,2,63.686801
san200_0.7_2,dimacs,2055,4,3,54.978701
san200_0.7_2,dimacs,2056,4,3,55.944501
frb35-17-1,bhoslib,2057,4,4,414.764301
frb100-40,bhoslib,2058,5,3,21425.442401
frb50-23-1,bhoslib,2059,7,3,1561.305102
frb53-24-5,bhoslib,2060,4,3,1932.512601
brock200_4,dimacs,2061,4,3,52.028601
brock800_4,dimacs,2062,6,4,579.675501
DSJC1000.5,dimacs,2063,8,6,686.7313
frb50-23-1,bhoslib,2064,7,3,1554.9266
frb40-19-5,bhoslib,2065,6,3,715.153302
frb59-26-3,bhoslib,2066,4,3,2856.665901
san200_0.7_2,dimacs,2067,4,3,55.491201
frb53-24-5,bhoslib,2068,4,3,1918.108602
brock400_4,dimacs,2069,4,3,173.8918
frb53-24-2,bhoslib,2070,4,3,1961.135402
frb40-19-2,bhoslib,2071,4,3,665.925301
p_hat300-1,dimacs,2072,15,8,51.508801
c-fat200-1,dimacs,2073,15,15,32.205101
c-fat200-2,dimacs,2074,7,7,30.898001
frb56-25-2,bhoslib,2075,5,3,2364.340101
p_hat1500-2,dimacs,2076,13,9,1555.516701
frb30-15-5,bhoslib,2077,5,2,281.232901
frb59-26-2,bhoslib,2078,4,3,2849.878801
frb53-24-1,bhoslib,2079,4,3,1969.261901
frb40-19-4,bhoslib,2080,3,3,680.892201
san200_0.7_2,dimacs,2081,4,3,54.051902
gen200_p0.9_55,dimacs,2082,2,2,64.0792
johnson8-2-4,dimacs,2083,3,3,18.544901
frb53-24-4,bhoslib,2084,4,4,1920.8863
brock800_2,dimacs,2085,6,4,617.730202
brock800_4,dimacs,2086,6,4,613.925901
p_hat1500-1,dimacs,2087,21,13,849.371601
frb35-17-1,bhoslib,2088,4,4,410.705101
frb40-19-3,bhoslib,2089,5,3,712.797802
hamming8-2,dimacs,2090,2,2,141.2752
frb45-21-3,bhoslib,2091,3,3,1088.119302
C2000.9,dimacs,2092,3,3,5043.626701
frb53-24-1,bhoslib,2093,4,3,1972.496702
c-fat500-1,dimacs,2094,31,31,57.837901
johnson8-4-4,dimacs,2095,5,3,22.759201
c-fat200-5,dimacs,2096,3,3,40.538401
frb45-21-4,bhoslib,2097,3,3,1078.317501
frb56-25-5,bhoslib,2098,4,4,2362.566102
johnson8-4-4,dimacs,2099,5,3,22.235001
frb59-26-4,bhoslib,2100,5,3,2893.153901
c-fat500-5,dimacs,2101,6,6,85.023301
frb56-25-5,bhoslib,2102,4,4,2377.7486
frb56-25-2,bhoslib,2103,5,3,2371.083702
C2000.5,dimacs,2104,9,7,2830.570002
c-fat200-5,dimacs,2105,3,3,82.957101
frb45-21-3,bhoslib,2106,5,3,1096.997302
johnson8-4-4,dimacs,2107,5,3,23.224801
frb56-25-3,bhoslib,2108,5,4,2366.145301
san200_0.9_2,dimacs,2109,2,2,64.732701
brock200_4,dimacs,2110,5,3,52.043902
frb45-21-4,bhoslib,2111,3,3,1047.859902
frb30-15-1,bhoslib,2112,4,3,278.692401
frb50-23-1,bhoslib,2113,7,3,1554.742901
hamming6-4,dimacs,2114,8,8,24.119701
hamming8-4,dimacs,2115,8,8,76.503801
DSJC500.5,dimacs,2116,6,5,226.166302
hamming10-4,dimacs,2117,8,8,1172.566401
san200_0.9_1,dimacs,2118,2,2,77.225801
frb30-15-2,bhoslib,2119,3,3,234.471301
p_hat700-2,dimacs,2120,13,5,387.581601
frb53-24-2,bhoslib,2121,4,3,1956.759501
MANN_a81,dimacs,2122,2,2,15952.260501
frb40-19-4,bhoslib,2123,3,3,664.523201
brock400_4,dimacs,2124,4,3,174.590101
frb35-17-5,bhoslib,2125,5,3,453.441801
keller4,dimacs,2126,4,4,43.369001
san1000,dimacs,2127,26,15,699.663001
p_hat700-3,dimacs,2128,4,4,503.331901
frb40-19-2,bhoslib,2129,4,3,680.661201
brock800_4,dimacs,2130,5,4,567.114501
frb100-40,bhoslib,2131,5,3,21392.881601
frb35-17-3,bhoslib,2132,3,3,456.967001
frb45-21-3,bhoslib,2133,3,3,1046.081702
p_hat1500-3,dimacs,2134,4,4,2361.766301
san400_0.7_1,dimacs,2135,4,3,164.7639
gen200_p0.9_55,dimacs,2136,2,2,63.5351
frb56-25-3,bhoslib,2137,5,4,2362.249601
brock400_2,dimacs,2138,4,3,231.555301
frb40-19-3,bhoslib,2139,5,3,668.513302
frb56-25-5,bhoslib,2140,4,4,2362.225101
san1000,dimacs,2141,24,15,744.331901
MANN_a9,dimacs,2142,2,2,19.625602
frb53-24-3,bhoslib,2143,4,3,1940.291802
MANN_a81,dimacs,2144,2,2,15782.622
san200_0.9_2,dimacs,2145,2,2,63.323402
frb56-25-1,bhoslib,2146,4,4,2356.983401
san400_0.7_1,dimacs,2147,4,3,164.065001
MANN_a9,dimacs,2148,2,2,19.203501
hamming6-4,dimacs,2149,8,8,23.656702
johnson16-2-4,dimacs,2150,3,3,31.939002
c-fat200-2,dimacs,2151,8,8,31.952201
san1000,dimacs,2152,26,15,741.377601
frb56-25-4,bhoslib,2153,4,4,2358.449601
san400_0.7_3,dimacs,2154,5,4,165.682401
c-fat200-1,dimacs,2155,15,15,32.827801
c-fat200-2,dimacs,2156,7,7,31.084202
C4000.5,dimacs,2157,10,8,11682.633901
brock800_2,dimacs,2158,6,4,567.870401
san200_0.9_1,dimacs,2159,2,2,64.153801
p_hat300-1,dimacs,2160,14,10,52.877702
frb53-24-5,bhoslib,2161,4,3,1994.416801
frb35-17-4,bhoslib,2162,4,3,456.741
frb53-24-4,bhoslib,2163,3,3,1918.152301
MANN_a81,dimacs,2164,2,2,15908.0167
MANN_a45,dimacs,2165,2,2,1452.315001
frb30-15-2,bhoslib,2166,3,3,234.394901
c-fat500-1,dimacs,2167,33,33,59.754001
frb45-21-2,bhoslib,2168,8,2,1088.083201
frb53-24-4,bhoslib,2169,3,3,1920.884901
frb50-23-5,bhoslib,2170,3,3,1562.468601
C1000.9,dimacs,2171,3,3,1264.444101
brock400_2,dimacs,2172,4,3,175.394501
san200_0.7_2,dimacs,2173,4,3,54.007201
p_hat1500-3,dimacs,2174,4,4,2324.587001
p_hat700-1,dimacs,2175,15,13,240.1995
frb40-19-1,bhoslib,2176,4,3,667.843002
p_hat1500-1,dimacs,2177,21,13,805.216101
c-fat500-5,dimacs,2178,6,6,127.363101
frb53-24-1,bhoslib,2179,4,3,1925.7412
frb56-25-5,bhoslib,2180,4,4,2401.752302
gen400_p0.9_75,dimacs,2181,2,2,209.338602
frb35-17-5,bhoslib,2182,5,3,456.396801
frb56-25-4,bhoslib,2183,5,3,2371.097801
frb56-25-2,bhoslib,2184,5,3,2435.247101
san200_0.9_3,dimacs,2185,2,2,63.268901
johnson8-2-4,dimacs,2186,3,3,18.363902
johnson8-4-4,dimacs,2187,5,3,22.533502
frb45-21-4,bhoslib,2188,3,3,1035.955601
frb50-23-3,bhoslib,2189,3,3,1568.839002
brock200_2,dimacs,2190,5,5,45.653601
frb56-25-2,bhoslib,2191,5,4,2365.478901
frb30-15-1,bhoslib,2192,4,3,279.789701
brock400_4,dimacs,2193,4,3,175.353501
p_hat700-1,dimacs,2194,20,13,240.1547
frb30-15-1,bhoslib,2195,4,3,235.261601
C1000.9,dimacs,2196,3,3,1253.390301
frb53-24-2,bhoslib,2197,4,3,1920.881401
frb45-21-5,bhoslib,2198,4,4,1083.907902
p_hat700-3,dimacs,2199,4,4,501.2295
c-fat200-2,dimacs,2200,7,7,30.747501
frb30-15-2,bhoslib,2201,3,3,276.809801
frb56-25-3,bhoslib,2202,4,4,2378.619201
MANN_a27,dimacs,2203,2,2,214.604201
frb59-26-1,bhoslib,2204,4,4,2897.076901
MANN_a45,dimacs,2205,2,2,1476.744901
frb45-21-3,bhoslib,2206,5,3,1084.3904
frb30-15-1,bhoslib,2207,4,3,251.574401
hamming6-4,dimacs,2208,8,8,23.741401
C2000.9,dimacs,2209,3,3,5039.336102
san400_0.5_1,dimacs,2210,13,9,129.915101
frb40-19-4,bhoslib,2211,5,3,660.636702
frb53-24-3,bhoslib,2212,4,3,1919.463201
c-fat500-2,dimacs,2213,15,15,57.247801
frb53-24-1,bhoslib,2214,4,3,1954.035101
frb56-25-5,bhoslib,2215,4,4,2415.301
johnson8-4-4,dimacs,2216,5,3,23.3562
C4000.5,dimacs,2217,9,8,11716.098601
johnson8-2-4,dimacs,2218,3,3,18.280101
frb56-25-4,bhoslib,2219,4,4,2347.150001
p_hat300-3,dimacs,2220,4,3,147.061501
johnson32-2-4,dimacs,2221,3,3,301.4362
frb59-26-2,bhoslib,2222,4,3,2898.133502
frb45-21-4,bhoslib,2223,4,3,1043.1574
brock400_4,dimacs,2224,4,3,229.905501
frb30-15-1,bhoslib,2225,4,3,234.826201
frb100-40,bhoslib,2226,5,3,21532.344601
frb53-24-5,bhoslib,2227,4,3,1910.066501
frb50-23-4,bhoslib,2228,4,4,1557.8226
p_hat300-2,dimacs,2229,10,5,92.703401
frb50-23-5,bhoslib,2230,3,3,1550.100502
frb53-24-1,bhoslib,2231,4,3,1919.965001
C500.9,dimacs,2232,2,2,310.937101
gen400_p0.9_75,dimacs,2233,2,2,205.501501
frb50-23-4,bhoslib,2234,5,3,1541.3463
hamming6-4,dimacs,2235,8,8,24.224701
p_hat1500-2,dimacs,2236,11,10,1559.573701
DSJC1000.5,dimacs,2237,8,6,729.847401
frb56-25-5,bhoslib,2238,4,4,2407.7972
frb35-17-4,bhoslib,2239,4,3,457.000402
frb53-24-4,bhoslib,2240,3,3,1934.330401
gen400_p0.9_55,dimacs,2241,2,2,221.682201
frb59-26-1,bhoslib,2242,4,4,2892.775601
frb59-26-4,bhoslib,2243,5,3,2889.519001
frb100-40,bhoslib,2244,5,3,21401.039502
san400_0.7_3,dimacs,2245,5,4,207.827401
hamming6-4,dimacs,2246,8,8,23.612101
MANN_a9,dimacs,2247,2,2,20.224801
C2000.5,dimacs,2248,8,8,2845.856702
gen400_p0.9_75,dimacs,2249,2,2,246.211202
gen200_p0.9_44,dimacs,2250,2,2,63.622701
frb35-17-1,bhoslib,2251,4,4,415.231401
frb53-24-5,bhoslib,2252,4,3,1957.176302
